col1,col2,col3,col4,col5,col6,col7,col8,target,
54,,31,Rainbow,2,FALSE,l,"The Tasting Adventures Presenter will engage customers into the Hotel Chocolat world of chocolate through the presentation of Tasting Events in London and across the UK. They will ensure that all events are authentic, promote Hotel Chocolat brand values, educate, excite and delight guests with a cocoa fuelled experience. They will also be responsible for driving event sales and supporting PR and Marketing activities relating to chocolate and cocoa cuisine.Full details &amp; job description can be found here.",0,
3,76,23,Sunflower,,True ,s,"Would you like to work for a trusted organization that values its employees?  A USAlliance career is a journey that starts with a positive, productive, and engaging workplace where employees are valued and respected.We are looking for an experienced Branch Service Associate to deliver excellent service and maximize Member solutions by identifying referral opportunities for new products and services based on Member’s financial goals while performing efficient and accurate banking transactions.Perform member transactions including deposits, withdrawals, money orders, etc.Cross sell USAlliance products and services.",0,
23,54,16,Tiger,,,m,"The Customer Service Associate will be based in Plantation, FL. The right candidate will be an integral part of our talented team, supporting our continued growth.Responsibilities:Perform various Mail Center activities (sorting, metering, folding, inserting, delivery, pickup, etc.)Lift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from supervisor or site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assigned (Filing, outgoing shipments, etc)Operating mailing, copy or scanning equipmentShipping &amp; ReceivingHandle time-sensitive material like confidential, urgent packagesPerform other tasks as assignedScanning incoming mail to recipientsPerform file purges and pullsCreate files and ship filesProvide backfill when neededEnter information daily into spreadsheetsIdentify charges and match them to billingSort and deliver mail, small packages",1,
4,3,27,Umbrella,,True ,xl,A well-known hospital in Dubai is looking for a full - time Specialist Obs./Gynec. (having DHA/HAAD/MOH License) to join in the institution. Eligible &amp, Interested candidates can forward their CV to us and we will be in contact with you.,1
5,23,No Data,Volcano,,FALSE,l," The Customer Service Associate will be based in Dover, NH. The right candidate will be an integral part of our talented team, supporting our continued growth.Responsibilities:Some data entryCompile and update data relative to area of activityGood computer skillsClear telephone voiceAnswers internal and external calls and directs the caller appropriatelyConfident and polite demeanorAbility to work quickly and accurately under pressureExcellent customer care skillsAbility to handle difficult calls in a calm, professional mannerAwareness of confidentialityMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer calls in a high volume environmentConsistently adhere to business procedure guidelinesFamiliar with all standard office equipment such as computer, fax, multi-function devices, etc.Adhere to all safety proceduresTake direction from supervisor or site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-trainingPerform other tasks as assigned ",0,
67,4,84,Watermelon,,FALSE,,"We are looking for Senior Rails Full-Stack Engineer (m/f, full-time) to start immediately in our office in Berlin-Kreuzberg, Germany.With millions of regular users and more than 7000 hours of premium content, #URL_8e4e9897aecb1980ec96e296864343a4402263bc440bec39377381446da44dc8# is growing fast while we are shaping the future of learning.You are a creative, innovative problem-solver with the vision to change the future of learning. You are an experienced full-stack software engineer with a passion for frontend who loves to work with ambitious colleagues in a challenging environment.Your mission will be to build ground-breaking products on world-class technologies that bring the Babbel learning experience to the next level and to millions of people anytime, anywhere.As the Technical Lead for one of our Ruby on Rails teams with focus on user experience you will work in a cross-functional Scrum team together with designers and engineers to enable the team to  deliver high quality, innovative products and features in a short sprint cycleResponsibilities:lead the team to technical excellence (together with our frontend architecture lead)have the complete technical overview of the technical solution and remind team of long term architecture visionfacilitate standards and quality within the team, reduce technical debtbe part of the team (write signficant amount of code - not own the code alone, but ensure collective code ownership)coach and challenge the team as well as team members in developing technical &amp; personal skillsconduct regular objectives &amp; feedbacks, assist in hiring and ensure onboarding of new employeeswork closely with the ScrumMaster to improve Scrum adoption and agile processes in the teamwork closely together with product owners and stakeholders to assure technical feasibility and identify risks at an early stage",0,
6,5,95,Xylophone,5,True ,xs,"JOB TITLE: Certified Coder                                                                                            DEPARTMENT: Itemization Review REPORTS TO: Itemization Review SupervisorGENERAL DESCRIPTION:Reverse code previously coded medical bills to determine coding accuracy. DUTIES AND RESPONSIBILITIES:Receives claim and processes based on state rules and regulationsDetermine validity and compensability of the claim using proprietary programsMake recommendations to referring officeCommunicate claim status with referring officeRead and comprehend all medical AAPC reportsAdhere to client and carrier guidelines and participate in claims review as neededAssists other claims professionals with more complex or problematic claims as necessaryAdditional duties/responsibilities as assignedComply with all safety rules/regulations, in conjunction with the Injury and Illness Prevention Program (“IIPP”), as well as, maintain HIPAA complianceQUALIFICATIONS:High School diploma, or equivalentCurrent AAPC certification (which must be maintained throughout employment as current and active status)Certification as CPC with the AAPC for more than 5 years (w/ surgical or office experience)Current or recent orthopedic billing/coding experienceE/M coding/down-coding experienceEncoderPro software experienceTexas workers compensation experience is preferredPain Management/Anesthesia/General Surgery coding experience is preferredAbility to learn rapidly to develop knowledge and understanding of claims practiceStrong organizational skillsAbility to meet or exceed performance competenciesEffective and professional communication skillsAbility to handle stressful situations, and use critical and strategic thinkingDemonstrated outstanding leadership, problem solving, and analytical skillsAbility to think and work independently, while working in an overall team environmentProficient in Microsoft Office Suite   ",1,
54,67,Data missing,,,True ,m,"DataFinch Technologies is the leader in electronic data collection for the Autism and Special education fields. We have created a revolutionary, one of a kind, software product targeting:  schools, physicians, in-home autism providers and non-profit organizations. Come work for a fast-paced, fun, technology company in a growing field and experience all the latest and greatest cutting edge technologies. Candidates for this role will be assisting in daily programming activities. The company has been completely bootstrapped organically and we currently have no investors. We have over 15,000 licensed users and this year we broke 2 million in revenue. We are located near perimeter mall.ResponsibilitiesAs a developer at DataFinch you will be a key contributor delivering new product features and functionality. Using an agile development process and weekly iterations, you will see the results of your work in the production application in a matter of weeks. You will be involved in all phases of the software development lifecycle: requirement analysis, design, implementation, testing, and production support. Candidates will have the opportunity to learn practical software application development across a wide-variety of platforms and technologies.Technologies / Methodologies UsedC##URL_c5591c960537d84ff7889f414633cdbc8e7d36f3fe042a096d374e4e058388d5# MVCREST/JSONAndroid, iPhone/iPad development (in C#)#URL_99ced09109c03cb3728ee6e8ee2f4fb844cbc2671a9fe2bc5c00af87d89d8207#, #URL_d78c1c39e151d1097a9e1bb674559cc85de1392c6b91cc3fa826cbcb8ec0590a#, Windows MobileMicrosoft SQL ServerGitnHibernateSQLiteHtml 5, CSS, HTML, BootstrapJQuery/JavaScriptAJAX Embedded systems (netduino, agent watch, google glass)Test Driven DevelopmentBehavior Driven DesignUser interface design and testingAgile Development processCQRS (command query responsibly separation)Inversion of ControlIIS 7.0, Web farms &amp; Load balancingAmazon EC2, S3 and VPCDomain-Specific LanguagesStatistical Analysis3rd Party Integrations ",0,
,6,63,Zebra,5,True ,l,"ONLY ONE MANAGER POSITION PER CITY/REGION IS OPEN RIGHT NOW! WORKED FROM HOME BY PHONE OR IN PERSON LOCALLY – YOUR CHOICE! OVER 40 MAJOR CITIES STILL AVAILABLE! YOU WILL EARN 40% OF THE GROSS PROFIT ON YOUR TEAMS FUNDED DEALS! YOU WILL EARN 40% OF THE GROSS PROFITS FROM YOUR TEAMS RENEWALS AND STACKS! YOU WILL EARN 10% OF THE CLIENT EQUITY IN YOUR TEAMS CLIENT BASE! PLUS: YOU WILL EARN 60% OF FUNDED AMOUNT COMMISSIONS ON YOUR OWN DEALS YOU WILL EARN 50% OF ALL EXTRA FEES CHARGED ON YOUR OWN DEALS YOU WILL EARN 50% OF THE CLIENT EQUITY IN YOUR OWN CLIENT BASE! If you are working in the merchant cash advance/small business funding industry and want to create your own team of reps who can also have the ability to recruit their own reps in to your team, and you want to get paid from all of their efforts, then read this ad carefully. Our company has preferred relationships with over 30 different private funding sources and we have a great reputation. Our name is not in this ad to prevent us from showing up in Google indexing under our company name, which would then let our existing and potential clients know how much commission we all make. What a disaster that would be. Wouldn't you agree? But once we give you our name and you check us out you will see that we are the real deal. We have management positions available to a limited number of individuals that are hungry to build a six figure income and client base in the small business funding industry. We will only take on one manager to cover one geographic area (city or state or region; depending upon population density), and that manager will have the right to recruit within your assigned territory and can have their team get deals funded from all over the country. The best part is that this can all be done over the phone, if you qualify. Your manager's agreement allows you to build your own sales team of reps for our company, and to get paid 40% of the gross profit on each of their funded deals. Gross profit for our Agreement is the amount left over after the contracted reps on your team are paid their commissions. Your recruited reps earn either 3%, 5% or 6% on the funded amount of their deals (depending upon the repayment term), plus they earn 50% of any extra fees charged by our company. An Example would be, if the deal is a good $50,000 first position with a restaurant or trucking company or some industry that is inside the box for our type of business, then we can now get up to 12% of the funded amount (or more in some cases), as a top sell rate commission from our funders. Plus we can charge fees on most first position deals of another 2% to 4% (first positions being deals where no other funding is in place). If we pay your rep 5% to 6% on a deal like that, plus 50% of the fees, then there is a lot of room left over for profit. On 50K at 12% plus 3% in fees if the rep got 5% commission on the funded amount and 1 and 1/2% in fee commissions ($3250 commission), there would be 7% + 1 and 1/2% left in gross profit for our company and the manager to split 60/40. So $4250 gross profit on that deal = a $1700 override commission for you the manager. Imagine 20 or more of those overrides per month. Even on the subprime deals (2nd, 3rd positions, gas stations, sub 500 credit, 6 months in business, etc.) we can now get 6% to 8% of the funded amount, plus charge 3% to 12% in fees depending upon the deal. So on a real bad deal, worst case scenario, the reps gets 3%, Our company gets 3% on the funded as commission and our company and the rep split another 5% in fees. On a 50K subprime deal, that would equal $2750 in gross profit for our company which is an $1100 override commission for you as the manager. Your manager’s agreement also prevents you from be circumvented by your reps. Once they sign up through you they are locked in to you as long as you remain with our company, and you even get paid residuals up to 2 years after your last active date with us, if you ever left. This opportunity is for a limited time, and even though there is no set quota, if some decent level of performance is not met then the opportunity would be revoked after 30 to 60 days. We also would provide you with an ad to run in your designated city and would re-reimburse you with override commissions paid,  We would also provide you and your recruited reps with a company e-mail and all of your recruiting must be done through that e-mail. We have a very unique way of selling these business funding products and it is working for our reps in a big way. We will provide you with scripts and materials that you can give your reps, but ultimately it will be up to you to: A. Recruit Them (using our ad or your own, and by using your contacts locally) B. Train Them (using our scripts combined with your experience and industry knowledge) C. Manage Them (keep them motivated, answer questions and act as their liaison with our company) If you do these 3 things, and keep doing it, then you will build a six figure income from this business. If you do these things well you can build a huge income and a book of business that you can cash out on in the future should we sell or go public; which is why we are in this business, besides the great profit margins. This is a very lucrative opportunity for the right person. If you are not experienced in this business then do not reply to this ad. If you are a rep sitting in someone else's business making 3% or 4% of the funded amount of your deals (or less), with little or no residuals and no client equity, and want a chance to build your own team and get paid leveraged income and residual income from the efforts of others, then we welcome you to apply. We will only give this position to one person to cover any one city, even though you and your team can get deals from all over the country, you can only recruit reps on CL in your designated area. But you may recruit offline wherever you want. So when you apply be convincing enough for us to call you back. Again, ""NO EXPERIENCE IN THE MCA INDUSTRY"", ""NO POSITION"". . .  ",1,
56,34,52,Apple,,FALSE,xxl,"Raygun is a fast growing Mindscape product (#URL_6b2f170addc3dd0415d65e21a8ece81d4c134c2b1a8b449386367dfaa286971b#). Raygun is a cloud service for automatically collecting data about software crashes and errors. Raygun is fast becoming the #1 choice for such services &amp; we have huge ambitions for building a strong global brand &amp; product. This is where you come in.You'll be joining a small team and have a direct impact on the Raygun software. We need a strong person who can handle the challenges of balancing product roadmap, customer demands, marketing requirements and competitor response. You will be expected to bring a strong work ethic, solid management skills and a hunger to always be moving faster. You should find yourself reading articles like this one and nodding at all the points made.Our team is tight and you will be overseeing all aspects over the product. This role will suit either an existing Product Manager, or a Project Manager with strong technical skills who's keen to take on the challenges of marketing &amp; competitor analysis. Are you up for the challenge?",1,
7,23,1,Banana,,FALSE,m,"Play with kids, get paid for it Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply today ",0,
8,12,2,Carrot,,True ,l,"The Customer Service Technical Specialist will be based in San Francisco, CA. The right candidate will be an integral part of our talented team, supporting our continued growth.Key responsibilities include:Production Print operations – maintains a working knowledge of all production print and copy equipment on site.Operates various Production scale printers and organizes the daily print flow.Assists technical support and onsite techs with trouble shooting and basic maintenance.Perform any and all duties as assigned by management to include; mail services, reprographics services, fax services, and messenger services.Establish operating procedures and quality standards.Responsible for all aspects of equipment.Remain informed and adhere to all established safety and security procedures.Perform necessary adjustments as outlined in the operators’ manual for set equipment.Follow start-up, shutdown and clean-up procedures for equipment.Monitor operations and make mechanical adjustments as needed, to ensure proper quality output.Create excel spreadsheets, mail merge projects and word documentsComplete multiple projects at one timeLift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from supervisor or site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assigned (answer phones, outgoing shipments, etc)Shipping &amp; ReceivingLift large bundles of mail, overnight packages and shipments of paperMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudePerform other tasks as assigned ",0,
